marker	cM	mapped	original_chr	LG	trim
14665	67.935	10596884	chr20	LG5	No
14663	68.166	10488444	chr20	LG5	No
14659	68.627	10336775	chr20	LG5	No
14656	68.78	9927449	chr20	LG5	No
14649	69.165	9428145	chr20	LG5	No
14657	69.165	9957517	chr20	LG5	No
14658	69.318	9957572	chr20	LG5	No
14643	69.318	8980861	chr20	LG5	No
14651	69.318	9520835	chr20	LG5	No
14642	69.395	8943843	chr20	LG5	No
14654	69.471	9848899	chr20	LG5	No
14648	69.625	9410032	chr20	LG5	No
14647	69.701	9196211	chr20	LG5	No
14641	70.395	8642738	chr20	LG5	No
14638	70.703	8334551	chr20	LG5	No
14639	70.703	8334564	chr20	LG5	No
14637	71.786	8047076	chr20	LG5	No
14631	71.863	7303552	chr20	LG5	No
14635	72.016	7386125	chr20	LG5	No
14632	72.093	7351963	chr20	LG5	No
14634	72.787	7386034	chr20	LG5	No
14626	73.017	6819894	chr20	LG5	No
14625	73.401	6819876	chr20	LG5	No
14572	73.632	4837116	chr20	LG5	No
14582	73.708	5164952	chr20	LG5	No
14615	73.785	6403485	chr20	LG5	No
14618	73.938	6592147	chr20	LG5	No
14613	73.938	6403322	chr20	LG5	No
14612	73.938	6358807	chr20	LG5	No
14577	74.015	5005333	chr20	LG5	No
14571	74.015	4836218	chr20	LG5	No
14614	74.015	6403483	chr20	LG5	No
14576	74.168	5005327	chr20	LG5	No
14604	74.168	5983394	chr20	LG5	No
14603	74.707	5953496	chr20	LG5	No
14602	74.707	5872835	chr20	LG5	No
14608	74.707	6238476	chr20	LG5	No
14601	74.707	5834489	chr20	LG5	No
14605	74.707	5983403	chr20	LG5	No
14599	74.784	5746943	chr20	LG5	No
14600	74.784	5746974	chr20	LG5	No
14594	74.86	5710263	chr20	LG5	No
14593	74.86	5710029	chr20	LG5	No
14591	74.937	5573325	chr20	LG5	No
14587	74.937	5492297	chr20	LG5	No
14588	74.937	5520577	chr20	LG5	No
14592	74.937	5638536	chr20	LG5	No
14581	75.09	5135821	chr20	LG5	No
14583	75.244	5290786	chr20	LG5	No
14575	75.244	4990787	chr20	LG5	No
14570	75.628	4816900	chr20	LG5	No
14573	75.781	4837136	chr20	LG5	No
14510	76.166	1204359	chr20	LG5	No
14560	76.396	4116013	chr20	LG5	No
14559	76.396	4052861	chr20	LG5	No
14563	76.396	4156648	chr20	LG5	No
14556	76.473	4020885	chr20	LG5	No
14534	76.549	1736595	chr20	LG5	No
14561	76.626	4149739	chr20	LG5	No
14565	76.626	4229080	chr20	LG5	No
14569	76.779	4333763	chr20	LG5	No
14555	76.856	4016102	chr20	LG5	No
14509	77.395	1127642	chr20	LG5	No
14552	77.395	3418279	chr20	LG5	No
14505	77.625	962643	chr20	LG5	No
14508	77.625	1125052	chr20	LG5	No
14538	77.702	2024647	chr20	LG5	No
14547	77.702	2882156	chr20	LG5	No
14513	77.702	1362227	chr20	LG5	No
14551	77.702	3418271	chr20	LG5	No
14531	77.702	1688107	chr20	LG5	No
14537	77.702	1912436	chr20	LG5	No
14528	77.778	1516208	chr20	LG5	No
14530	77.855	1688067	chr20	LG5	No
14536	78.239	1912422	chr20	LG5	No
14518	78.239	1415044	chr20	LG5	No
14517	78.316	1411800	chr20	LG5	No
14516	78.316	1411797	chr20	LG5	No
14521	78.316	1449572	chr20	LG5	No
14525	78.316	1470830	chr20	LG5	No
62	78.469	907305	000094F0	LG5	No
69	78.469	1317701	000094F0	LG5	No
64	78.623	1160977	000094F0	LG5	No
65	78.623	1216295	000094F0	LG5	No
70	78.623	1534703	000094F0	LG5	No
66	78.623	1216315	000094F0	LG5	No
68	78.623	1252613	000094F0	LG5	No
57	78.623	269695	000094F0	LG5	No
67	79.55	1216339	000094F0	LG5	No
60	79.895	428333	000094F0	LG5	No
63	80.01	1065630	000094F0	LG5	No
14562	80.01	4149746	chr20	LG5	No
14526	84.539	1482578	chr20	LG5	Yes
14512	84.539	1263547	chr20	LG5	Yes
14524	84.539	1468969	chr20	LG5	Yes
14522	84.691	1458647	chr20	LG5	Yes
14523	84.691	1458651	chr20	LG5	Yes
14527	85.23	1516182	chr20	LG5	Yes
14566	85.614	4229086	chr20	LG5	Yes
14541	86.153	2197745	chr20	LG5	Yes
14542	86.153	2197746	chr20	LG5	Yes
14546	86.23	2485722	chr20	LG5	Yes
14539	86.987	2197739	chr20	LG5	Yes
14543	86.987	2197754	chr20	LG5	Yes
11692	0	19072510	chr15	LG6	Yes
11691	0	19072504	chr15	LG6	Yes
11494	9.877	5979851	chr15	LG6	Yes
11524	9.877	7456420	chr15	LG6	Yes
11604	10.106	12566533	chr15	LG6	Yes
11616	10.452	14082280	chr15	LG6	Yes
11602	11.452	12512592	chr15	LG6	Yes
11603	11.452	12512594	chr15	LG6	Yes
11588	16.263	11440601	chr15	LG6	Yes
11418	17.306	732752	chr15	LG6	No
11468	17.845	4830473	chr15	LG6	No
11513	17.845	6665836	chr15	LG6	No
11421	18.384	957477	chr15	LG6	No
11472	18.46	4892527	chr15	LG6	No
11479	18.46	5130770	chr15	LG6	No
11474	18.46	4904122	chr15	LG6	No
11427	18.614	1055806	chr15	LG6	No
11461	18.614	3990440	chr15	LG6	No
11556	18.614	9502797	chr15	LG6	No
11442	18.844	2717251	chr15	LG6	No
11459	18.844	3869001	chr15	LG6	No
11460	18.844	3990414	chr15	LG6	No
11445	18.844	2717286	chr15	LG6	No
11455	18.844	3616277	chr15	LG6	No
11475	18.844	4968953	chr15	LG6	No
11447	18.844	2717293	chr15	LG6	No
11435	18.844	2206569	chr15	LG6	No
11443	18.844	2717263	chr15	LG6	No
11456	18.844	3624023	chr15	LG6	No
11446	18.844	2717287	chr15	LG6	No
11430	18.844	1078680	chr15	LG6	No
11448	18.844	3022155	chr15	LG6	No
11546	18.921	8931909	chr15	LG6	No
11453	19.46	3396551	chr15	LG6	No
11433	19.536	2206553	chr15	LG6	No
11419	19.536	754076	chr15	LG6	No
11469	19.536	4842925	chr15	LG6	No
11441	19.843	2702490	chr15	LG6	No
11495	20.151	5979868	chr15	LG6	No
11432	20.227	1979973	chr15	LG6	No
11480	20.304	5248229	chr15	LG6	No
11451	20.304	3341591	chr15	LG6	No
11481	20.304	5373914	chr15	LG6	No
11482	20.304	5378665	chr15	LG6	No
11449	20.457	3022173	chr15	LG6	No
11452	20.457	3360732	chr15	LG6	No
11484	20.457	5501732	chr15	LG6	No
11457	20.457	3719576	chr15	LG6	No
11437	20.457	2454987	chr15	LG6	No
11450	20.534	3022174	chr15	LG6	No
11425	20.61	1007763	chr15	LG6	No
11466	20.61	4680085	chr15	LG6	No
11426	20.61	1007766	chr15	LG6	No
11502	21.46	6181141	chr15	LG6	No
11503	21.46	6181142	chr15	LG6	No
11489	22.154	5870559	chr15	LG6	No
11492	22.154	5973138	chr15	LG6	No
11490	22.23	5891013	chr15	LG6	No
11511	22.23	6656786	chr15	LG6	No
11501	22.23	6177900	chr15	LG6	No
11506	22.307	6282554	chr15	LG6	No
11508	22.307	6282573	chr15	LG6	No
11507	22.307	6282568	chr15	LG6	No
11522	22.537	7344389	chr15	LG6	No
11539	23.543	8585613	chr15	LG6	No
11538	23.543	8585576	chr15	LG6	No
11559	23.696	9688653	chr15	LG6	No
11554	23.773	9502466	chr15	LG6	No
1055	23.773	4400	000164F0	LG6	No
11552	23.773	9259528	chr15	LG6	No
11516	23.773	6833660	chr15	LG6	No
11499	24.003	6095184	chr15	LG6	No
11560	24.31	9698865	chr15	LG6	No
11526	24.31	7755504	chr15	LG6	No
11519	24.464	7114062	chr15	LG6	No
11533	25.704	8059184	chr15	LG6	No
11535	25.781	8417189	chr15	LG6	No
11541	25.781	8676652	chr15	LG6	No
11563	25.857	9718463	chr15	LG6	No
11555	25.934	9502469	chr15	LG6	No
11566	26.087	9820033	chr15	LG6	No
11567	26.241	9938869	chr15	LG6	No
11568	26.317	9950957	chr15	LG6	No
11572	26.394	10294127	chr15	LG6	No
11574	27.01	10414928	chr15	LG6	No
11579	27.01	10613616	chr15	LG6	No
11573	27.087	10414925	chr15	LG6	No
11540	27.087	8585639	chr15	LG6	No
11575	27.471	10521110	chr15	LG6	No
11583	27.701	11230135	chr15	LG6	No
11592	28.707	11943623	chr15	LG6	No
11587	28.707	11378935	chr15	LG6	No
11582	28.783	11149623	chr15	LG6	No
11599	29.4	12506501	chr15	LG6	No
11590	29.939	11734215	chr15	LG6	No
11596	30.71	12268727	chr15	LG6	No
11609	31.56	13169292	chr15	LG6	No
11636	32.254	15128234	chr15	LG6	No
11600	32.33	12509512	chr15	LG6	No
11610	32.484	13179118	chr15	LG6	No
11611	32.484	13186338	chr15	LG6	No
11615	33.333	14040306	chr15	LG6	No
11633	33.872	14904288	chr15	LG6	No
11629	33.872	14882317	chr15	LG6	No
11631	33.872	14893629	chr15	LG6	No
11628	33.872	14882288	chr15	LG6	No
11624	33.872	14822174	chr15	LG6	No
11625	33.872	14835240	chr15	LG6	No
11632	33.872	14904285	chr15	LG6	No
11642	35.034	15571290	chr15	LG6	No
11639	35.264	15330719	chr15	LG6	No
11649	36.192	15634285	chr15	LG6	No
11665	36.268	16952673	chr15	LG6	No
11638	36.268	15330694	chr15	LG6	No
11662	37.274	16904133	chr15	LG6	No
11661	37.274	16904126	chr15	LG6	No
11654	37.35	16145814	chr15	LG6	No
11655	37.658	16187724	chr15	LG6	No
11656	38.119	16424577	chr15	LG6	No
11659	38.196	16806673	chr15	LG6	No
11657	38.196	16496730	chr15	LG6	No
11658	38.272	16751672	chr15	LG6	No
11660	38.503	16883242	chr15	LG6	No
11678	39.43	17898598	chr15	LG6	No
11674	39.43	17597489	chr15	LG6	No
11679	40.046	18031594	chr15	LG6	No
11688	40.353	18857136	chr15	LG6	No
11680	40.353	18216633	chr15	LG6	No
11690	41.281	18939194	chr15	LG6	No
11653	41.281	16052724	chr15	LG6	No
11686	41.588	18849496	chr15	LG6	No
11727	42.282	20860143	chr15	LG6	No
11702	42.359	19625728	chr15	LG6	No
11709	42.743	19839098	chr15	LG6	No
11710	42.82	20032006	chr15	LG6	No
11715	43.05	20229634	chr15	LG6	No
11713	43.126	20047086	chr15	LG6	No
11714	43.898	20204247	chr15	LG6	No
11720	43.975	20382275	chr15	LG6	No
11728	44.205	20931556	chr15	LG6	No
11736	44.205	21365132	chr15	LG6	No
11732	44.205	21085249	chr15	LG6	No
11729	44.205	20977527	chr15	LG6	No
11730	44.589	21030774	chr15	LG6	No
11737	44.743	21663277	chr15	LG6	No
11739	44.819	21707118	chr15	LG6	No
11760	45.204	22776497	chr15	LG6	No
11753	45.204	22504843	chr15	LG6	No
11749	45.204	22311205	chr15	LG6	No
11750	45.434	22311225	chr15	LG6	No
11748	45.434	22308427	chr15	LG6	No
11758	45.587	22770840	chr15	LG6	No
11743	45.587	21991270	chr15	LG6	No
11759	45.587	22776460	chr15	LG6	No
11765	45.741	23146615	chr15	LG6	No
11766	45.741	23146661	chr15	LG6	No
11763	45.894	23106207	chr15	LG6	No
11768	46.278	23540180	chr15	LG6	No
11767	46.74	23205941	chr15	LG6	No
11805	46.893	25450354	chr15	LG6	No
11770	46.893	23681089	chr15	LG6	No
11764	47.123	23128220	chr15	LG6	No
11774	47.2	24265800	chr15	LG6	No
11806	47.2	25450369	chr15	LG6	No
11791	47.2	25087242	chr15	LG6	No
11773	47.2	23937828	chr15	LG6	No
11787	48.049	24752199	chr15	LG6	No
11798	48.049	25208629	chr15	LG6	No
11775	48.049	24296315	chr15	LG6	No
11780	48.203	24438200	chr15	LG6	No
11800	49.052	25227877	chr15	LG6	No
11799	49.052	25227868	chr15	LG6	No
11797	49.824	25207565	chr15	LG6	No
11788	49.824	24905740	chr15	LG6	No
11807	50.518	25597446	chr15	LG6	No
11808	51.134	25730314	chr15	LG6	No
11821	51.519	25953068	chr15	LG6	No
11816	51.595	25883532	chr15	LG6	No
11813	53.627	25866629	chr15	LG6	No
11812	54.476	25774448	chr15	LG6	No
11830	55.482	26337722	chr15	LG6	No
11818	56.331	25883548	chr15	LG6	No
11817	56.331	25883545	chr15	LG6	No
11866	57.729	27193432	chr15	LG6	No
11850	57.882	26869834	chr15	LG6	No
11841	57.959	26729668	chr15	LG6	No
11828	58.189	26290499	chr15	LG6	No
11858	58.189	27023673	chr15	LG6	No
11857	58.342	27016836	chr15	LG6	No
11867	58.419	27278784	chr15	LG6	No
11827	59.113	26290496	chr15	LG6	No
11843	59.266	26768801	chr15	LG6	No
11842	59.805	26768796	chr15	LG6	No
11856	60.654	27016834	chr15	LG6	No
11851	60.654	27016808	chr15	LG6	No
11852	60.654	27016815	chr15	LG6	No
11860	62.289	27113755	chr15	LG6	No
11875	62.983	27328188	chr15	LG6	No
11876	64.459	27393499	chr15	LG6	No
11885	64.536	27590223	chr15	LG6	No
11888	64.536	27647765	chr15	LG6	No
11884	64.612	27590093	chr15	LG6	No
11873	65.074	27312899	chr15	LG6	No
11889	65.846	27711480	chr15	LG6	No
11894	66.851	27806988	chr15	LG6	No
11898	67.39	27951211	chr15	LG6	No
11908	67.774	28166626	chr15	LG6	No
11910	68.081	28217503	chr15	LG6	No
11911	68.081	28229896	chr15	LG6	No
11913	68.389	28300864	chr15	LG6	No
11916	68.696	28337397	chr15	LG6	No
11928	71.047	28670792	chr15	LG6	No
11933	72.053	28940026	chr15	LG6	No
11920	72.283	28403402	chr15	LG6	No
11918	72.36	28403245	chr15	LG6	No
11944	73.915	28963739	chr15	LG6	No
11943	73.915	28963738	chr15	LG6	No
11940	73.992	28958972	chr15	LG6	No
11941	73.992	28958992	chr15	LG6	No
11937	74.222	28955966	chr15	LG6	No
11942	74.684	28963615	chr15	LG6	No
11945	74.684	28963827	chr15	LG6	No
11946	74.684	28963830	chr15	LG6	No
11932	74.991	28938561	chr15	LG6	No
11924	75.685	28609737	chr15	LG6	No
11949	75.685	29040206	chr15	LG6	No
11950	75.761	29073021	chr15	LG6	No
11952	75.915	29080394	chr15	LG6	No
11956	76.068	29085642	chr15	LG6	No
11954	76.068	29084112	chr15	LG6	No
11962	76.145	29115802	chr15	LG6	No
11972	76.994	29162503	chr15	LG6	No
11967	77.071	29161616	chr15	LG6	No
11973	77.071	29166356	chr15	LG6	No
11974	77.071	29166389	chr15	LG6	No
11978	77.301	29200241	chr15	LG6	No
11977	77.685	29200148	chr15	LG6	No
11981	78.147	29259065	chr15	LG6	No
12000	78.3	29491445	chr15	LG6	No
11984	78.3	29276457	chr15	LG6	No
12023	78.762	29830410	chr15	LG6	No
11906	78.762	28144015	chr15	LG6	No
12016	78.838	29755686	chr15	LG6	No
12022	78.838	29830393	chr15	LG6	No
11998	78.838	29479643	chr15	LG6	No
12011	79.3	29659998	chr15	LG6	No
12006	79.377	29600332	chr15	LG6	No
12003	79.453	29523748	chr15	LG6	No
12004	79.992	29600295	chr15	LG6	No
12018	80.454	29756223	chr15	LG6	No
12013	81.07	29683310	chr15	LG6	No
12028	81.147	29931909	chr15	LG6	No
12029	81.147	29931912	chr15	LG6	No
12033	81.454	29967564	chr15	LG6	No
12032	81.454	29962077	chr15	LG6	No
12031	81.454	29961620	chr15	LG6	No
12034	81.454	29967567	chr15	LG6	No
12030	81.454	29961589	chr15	LG6	No
12039	81.838	29993232	chr15	LG6	No
12040	81.838	30001248	chr15	LG6	No
12042	81.838	30006370	chr15	LG6	No
12038	81.991	29993201	chr15	LG6	No
12046	82.376	30054215	chr15	LG6	No
11992	82.452	29412743	chr15	LG6	No
11995	82.529	29416221	chr15	LG6	No
11996	82.529	29416224	chr15	LG6	No
11988	82.759	29402203	chr15	LG6	No
11990	82.759	29412722	chr15	LG6	No
1551	82.759	89613	000226F0	LG6	No
1550	82.836	76446	000226F0	LG6	No
1552	82.913	112440	000226F0	LG6	No
1015	83.066	180522	000161F0	LG6	No
1039	83.066	299267	000161F0	LG6	No
1046	83.066	353115	000161F0	LG6	No
1040	83.066	299287	000161F0	LG6	No
1037	83.066	288839	000161F0	LG6	No
1041	83.066	299327	000161F0	LG6	No
1017	83.143	215389	000161F0	LG6	No
1021	83.143	231905	000161F0	LG6	No
1006	83.143	121675	000161F0	LG6	No
1012	83.143	167495	000161F0	LG6	No
1027	83.143	256597	000161F0	LG6	No
1018	83.143	217514	000161F0	LG6	No
1038	83.143	299067	000161F0	LG6	No
1036	83.143	287188	000161F0	LG6	No
1008	83.219	121856	000161F0	LG6	No
1011	83.219	167493	000161F0	LG6	No
1031	83.219	276705	000161F0	LG6	No
1023	83.219	237316	000161F0	LG6	No
1004	83.219	59078	000161F0	LG6	No
1002	83.296	8225	000161F0	LG6	No
1001	83.372	5261	000161F0	LG6	No
1047	84.613	353123	000161F0	LG6	No
1025	85.384	237762	000161F0	LG6	No
1007	85.384	121818	000161F0	LG6	No
1020	85.461	231900	000161F0	LG6	No
1013	85.538	171269	000161F0	LG6	No
1014	85.922	171270	000161F0	LG6	No
11987	86.849	29396983	chr15	LG6	No
12041	86.926	30001545	chr15	LG6	No
11993	87.079	29413688	chr15	LG6	No
12043	87.696	30041463	chr15	LG6	No
12015	87.926	29694805	chr15	LG6	No
12037	88.156	29981271	chr15	LG6	No
12021	88.463	29821401	chr15	LG6	No
12024	89.313	29839395	chr15	LG6	No
12009	90.084	29656177	chr15	LG6	No
12012	90.084	29661181	chr15	LG6	No
12014	90.084	29687350	chr15	LG6	No
12008	90.084	29655819	chr15	LG6	No
12045	90.315	30044017	chr15	LG6	No
11979	91.164	29217715	chr15	LG6	No
11980	91.164	29217717	chr15	LG6	No
11955	92.405	29085611	chr15	LG6	No
12036	92.405	29977234	chr15	LG6	No
11976	92.712	29194107	chr15	LG6	No
1028	92.788	256600	000161F0	LG6	No
1009	92.788	165858	000161F0	LG6	No
1019	92.788	227564	000161F0	LG6	No
1010	92.865	167432	000161F0	LG6	No
1024	92.865	237325	000161F0	LG6	No
1016	92.865	180532	000161F0	LG6	No
999	92.865	4101	000161F0	LG6	No
1000	93.018	5041	000161F0	LG6	No
11927	95.773	28611213	chr15	LG6	Yes
12019	96.768	29788745	chr15	LG6	Yes
11673	99.357	17597441	chr15	LG6	Yes
15334	103.793	6555242	chr21	LG6	Yes
9550	111.975	1558048	chr12	LG6	Yes
2210	0	32759324	chr1	LG7	Yes
1953	3.413	20305289	chr1	LG7	Yes
2114	5.019	29847625	chr1	LG7	Yes
2163	11.776	31478006	chr1	LG7	Yes
2214	13.646	32947435	chr1	LG7	Yes
2342	14.189	34157717	chr1	LG7	Yes
2228	14.344	33065187	chr1	LG7	Yes
2287	18.652	33805749	chr1	LG7	No
2223	20.287	33031475	chr1	LG7	No
2256	20.748	33448307	chr1	LG7	No
2329	21.133	34090303	chr1	LG7	No
2255	21.133	33448278	chr1	LG7	No
2253	21.133	33448249	chr1	LG7	No
2360	22.216	34318345	chr1	LG7	No
2363	22.37	34319993	chr1	LG7	No
2254	22.446	33448262	chr1	LG7	No
2327	23.374	34072510	chr1	LG7	No
2314	23.374	33980853	chr1	LG7	No
2298	23.527	33899550	chr1	LG7	No
2291	23.527	33851147	chr1	LG7	No
1605	23.527	45680	000263F0	LG7	No
1607	23.527	64278	000263F0	LG7	No
1608	23.527	86885	000263F0	LG7	No
2362	23.527	34319959	chr1	LG7	No
2306	23.527	33940649	chr1	LG7	No
2333	23.527	34121455	chr1	LG7	No
2353	23.527	34259631	chr1	LG7	No
2346	23.527	34198789	chr1	LG7	No
2284	23.527	33785680	chr1	LG7	No
2354	23.527	34260186	chr1	LG7	No
1606	23.527	45701	000263F0	LG7	No
1609	23.527	89754	000263F0	LG7	No
2352	23.527	34259609	chr1	LG7	No
2355	23.527	34260188	chr1	LG7	No
2368	23.527	34336992	chr1	LG7	No
2364	23.527	34320000	chr1	LG7	No
2367	23.527	34335863	chr1	LG7	No
2331	23.527	34099171	chr1	LG7	No
2340	23.527	34157477	chr1	LG7	No
2309	23.604	33965106	chr1	LG7	No
2321	23.604	34008273	chr1	LG7	No
2311	23.757	33965129	chr1	LG7	No
2315	23.757	33988294	chr1	LG7	No
2349	23.757	34223357	chr1	LG7	No
2323	23.834	34012537	chr1	LG7	No
2305	23.834	33926249	chr1	LG7	No
2310	24.064	33965107	chr1	LG7	No
2276	24.141	33722435	chr1	LG7	No
2283	24.141	33785192	chr1	LG7	No
2267	24.757	33666239	chr1	LG7	No
2277	24.91	33722450	chr1	LG7	No
2270	24.987	33686155	chr1	LG7	No
2264	24.987	33647765	chr1	LG7	No
2269	24.987	33679799	chr1	LG7	No
2275	24.987	33705807	chr1	LG7	No
2278	24.987	33744760	chr1	LG7	No
2266	25.064	33653540	chr1	LG7	No
2265	25.525	33653537	chr1	LG7	No
2206	26.531	32708776	chr1	LG7	No
2262	26.531	33623825	chr1	LG7	No
2250	26.761	33417865	chr1	LG7	No
2205	26.914	32708770	chr1	LG7	No
2251	29.185	33424456	chr1	LG7	No
2247	29.879	33351053	chr1	LG7	No
2091	29.879	28733748	chr1	LG7	No
2245	29.879	33351011	chr1	LG7	No
2246	29.956	33351051	chr1	LG7	No
2092	30.805	28733811	chr1	LG7	No
2234	31.344	33146044	chr1	LG7	No
2191	31.421	32354039	chr1	LG7	No
2194	31.421	32368133	chr1	LG7	No
2226	31.421	33049911	chr1	LG7	No
2233	31.421	33129400	chr1	LG7	No
2192	32.037	32368122	chr1	LG7	No
2193	32.037	32368129	chr1	LG7	No
2231	32.037	33104316	chr1	LG7	No
2235	32.037	33146063	chr1	LG7	No
2222	32.114	33011431	chr1	LG7	No
2213	32.191	32881127	chr1	LG7	No
2211	32.344	32759779	chr1	LG7	No
2208	32.805	32754713	chr1	LG7	No
2199	33.19	32493106	chr1	LG7	No
2203	33.266	32646275	chr1	LG7	No
2196	33.574	32477578	chr1	LG7	No
2197	33.727	32477689	chr1	LG7	No
2195	33.88	32458208	chr1	LG7	No
2185	33.957	32249732	chr1	LG7	No
2186	33.957	32249735	chr1	LG7	No
2187	33.957	32249758	chr1	LG7	No
2183	34.034	32229236	chr1	LG7	No
2177	34.418	32106799	chr1	LG7	No
2179	34.418	32140528	chr1	LG7	No
2181	36.052	32152965	chr1	LG7	No
2175	36.129	32072694	chr1	LG7	No
2154	37.605	31360655	chr1	LG7	No
2176	37.759	32106740	chr1	LG7	No
2162	38.066	31477993	chr1	LG7	No
2169	38.296	31748918	chr1	LG7	No
2168	38.373	31703605	chr1	LG7	No
2165	38.449	31575163	chr1	LG7	No
2153	38.449	31356489	chr1	LG7	No
2167	38.526	31575185	chr1	LG7	No
2164	38.526	31575155	chr1	LG7	No
2166	38.526	31575180	chr1	LG7	No
2160	39.845	31372064	chr1	LG7	No
2151	39.845	31342315	chr1	LG7	No
2152	39.845	31342319	chr1	LG7	No
2148	39.922	31263293	chr1	LG7	No
2159	39.922	31363157	chr1	LG7	No
2147	40.075	31263292	chr1	LG7	No
2156	40.075	31362124	chr1	LG7	No
2145	40.459	31209920	chr1	LG7	No
2161	40.613	31421103	chr1	LG7	No
2141	40.613	31031805	chr1	LG7	No
2138	40.766	30985653	chr1	LG7	No
2139	40.766	31003471	chr1	LG7	No
2136	40.843	30976469	chr1	LG7	No
2135	41.15	30893214	chr1	LG7	No
2128	41.844	30452297	chr1	LG7	No
2123	42.693	30199893	chr1	LG7	No
2127	42.693	30289776	chr1	LG7	No
2113	43.777	29835928	chr1	LG7	No
2108	44.316	29615998	chr1	LG7	No
2105	44.7	29178471	chr1	LG7	No
2104	45.007	29082771	chr1	LG7	No
2087	45.238	28573460	chr1	LG7	No
2096	45.238	28905253	chr1	LG7	No
2086	45.391	28573451	chr1	LG7	No
2099	45.391	29000028	chr1	LG7	No
2101	45.621	29005069	chr1	LG7	No
2094	45.928	28742061	chr1	LG7	No
2090	46.545	28647289	chr1	LG7	No
2088	46.621	28586788	chr1	LG7	No
2089	46.698	28586812	chr1	LG7	No
2085	47.082	28386021	chr1	LG7	No
2084	47.236	28386009	chr1	LG7	No
2081	48.319	28081066	chr1	LG7	No
2079	48.781	27917550	chr1	LG7	No
2083	48.934	28239102	chr1	LG7	No
2075	49.088	27617109	chr1	LG7	No
2073	49.395	27573175	chr1	LG7	No
2070	51.029	27442458	chr1	LG7	No
2069	51.029	27435863	chr1	LG7	No
2039	52.035	26027609	chr1	LG7	No
2005	52.651	24552806	chr1	LG7	No
2066	52.651	27212755	chr1	LG7	No
2000	52.651	24301666	chr1	LG7	No
2060	52.651	26935072	chr1	LG7	No
2059	52.881	26912723	chr1	LG7	No
2053	53.266	26789310	chr1	LG7	No
2054	53.266	26789333	chr1	LG7	No
2048	53.496	26620802	chr1	LG7	No
2046	53.496	26472944	chr1	LG7	No
2045	53.496	26472915	chr1	LG7	No
2049	53.572	26620804	chr1	LG7	No
2047	53.572	26616622	chr1	LG7	No
2051	53.572	26666529	chr1	LG7	No
2050	53.649	26620807	chr1	LG7	No
2042	53.649	26346216	chr1	LG7	No
2043	53.649	26407285	chr1	LG7	No
2052	53.649	26691801	chr1	LG7	No
2044	53.726	26450552	chr1	LG7	No
2035	54.187	25929458	chr1	LG7	No
2034	54.341	25929443	chr1	LG7	No
2022	54.417	25417133	chr1	LG7	No
2024	54.417	25419344	chr1	LG7	No
2025	54.417	25486435	chr1	LG7	No
2016	54.648	25268479	chr1	LG7	No
2013	54.648	25132023	chr1	LG7	No
2018	54.878	25278906	chr1	LG7	No
2015	54.954	25187995	chr1	LG7	No
2014	54.954	25143993	chr1	LG7	No
2006	55.031	24652097	chr1	LG7	No
1991	55.184	23946428	chr1	LG7	No
1992	55.184	23946430	chr1	LG7	No
2009	55.184	25045019	chr1	LG7	No
2020	55.261	25352638	chr1	LG7	No
1984	55.414	23574510	chr1	LG7	No
2004	55.414	24367012	chr1	LG7	No
1987	56.42	23769301	chr1	LG7	No
1994	56.42	24010590	chr1	LG7	No
1995	56.496	24017076	chr1	LG7	No
1990	56.496	23821290	chr1	LG7	No
1986	57.502	23602360	chr1	LG7	No
1989	57.963	23780896	chr1	LG7	No
1978	59.047	22902219	chr1	LG7	No
1976	59.819	22680062	chr1	LG7	No
1977	60.59	22739482	chr1	LG7	No
1982	60.821	23139766	chr1	LG7	No
1971	61.904	21869763	chr1	LG7	No
1967	62.058	21384111	chr1	LG7	No
1962	62.288	20887598	chr1	LG7	No
1964	62.288	20909846	chr1	LG7	No
1965	62.441	20909847	chr1	LG7	No
1959	62.595	20768632	chr1	LG7	No
1970	62.671	21726125	chr1	LG7	No
1954	62.671	20396935	chr1	LG7	No
1948	63.599	19833151	chr1	LG7	No
1946	64.06	19707648	chr1	LG7	No
1941	64.676	18644541	chr1	LG7	No
1945	64.676	18916924	chr1	LG7	No
1963	64.753	20898167	chr1	LG7	No
1955	64.753	20402264	chr1	LG7	No
1939	65.137	18472985	chr1	LG7	No
1931	65.445	18021691	chr1	LG7	No
1942	65.445	18676679	chr1	LG7	No
1957	65.675	20534145	chr1	LG7	No
1944	65.675	18916916	chr1	LG7	No
1933	65.752	18209366	chr1	LG7	No
1937	66.523	18314037	chr1	LG7	No
1918	66.83	17353464	chr1	LG7	No
1889	66.907	16040527	chr1	LG7	No
1908	66.907	16759772	chr1	LG7	No
1907	66.907	16677392	chr1	LG7	No
1883	66.907	15981911	chr1	LG7	No
1893	66.907	16149170	chr1	LG7	No
1891	67.446	16105547	chr1	LG7	No
1888	67.446	16040477	chr1	LG7	No
1894	67.446	16161439	chr1	LG7	No
1897	67.83	16454162	chr1	LG7	No
1898	67.83	16454164	chr1	LG7	No
1843	69.386	13273529	chr1	LG7	No
1848	69.386	13676385	chr1	LG7	No
1934	69.462	18211406	chr1	LG7	No
1930	69.539	17899152	chr1	LG7	No
1912	69.615	17011013	chr1	LG7	No
1840	69.615	13164220	chr1	LG7	No
1915	69.615	17130591	chr1	LG7	No
1901	69.615	16652456	chr1	LG7	No
1924	69.615	17588691	chr1	LG7	No
