marker	cM	mapped	original_chr	LG	trim
1615	0	47203	000269F0	LG5	No
1109	0	271980	000168F0	LG5	No
1097	0	79349	000168F0	LG5	No
1094	0	77763	000168F0	LG5	No
1106	0	262240	000168F0	LG5	No
1092	0	69165	000168F0	LG5	No
1099	0	88076	000168F0	LG5	No
1100	0	136919	000168F0	LG5	No
1098	0.0759999999999987	83442	000168F0	LG5	No
1114	0.152999999999999	297348	000168F0	LG5	No
1108	0.23	270434	000168F0	LG5	No
1115	0.305999999999999	315539	000168F0	LG5	No
1120	0.382999999999999	363341	000168F0	LG5	No
776	0.382999999999999	57983	000150F0	LG5	No
777	0.382999999999999	71730	000150F0	LG5	No
771	0.382999999999999	14551	000150F0	LG5	No
778	0.613	95663	000150F0	LG5	No
788	1.152	310532	000150F0	LG5	No
775	1.229	57982	000150F0	LG5	No
779	1.229	99595	000150F0	LG5	No
783	1.305	292264	000150F0	LG5	No
799	1.459	401690	000150F0	LG5	No
796	1.459	376096	000150F0	LG5	No
791	1.459	357082	000150F0	LG5	No
805	1.459	447037	000150F0	LG5	No
802	1.459	437652	000150F0	LG5	No
822	1.612	534984	000150F0	LG5	No
811	1.612	483846	000150F0	LG5	No
787	1.612	310529	000150F0	LG5	No
818	1.689	531605	000150F0	LG5	No
813	1.689	484002	000150F0	LG5	No
789	1.689	321308	000150F0	LG5	No
812	1.689	483969	000150F0	LG5	No
815	1.689	486409	000150F0	LG5	No
817	1.765	520877	000150F0	LG5	No
820	1.842	531723	000150F0	LG5	No
794	1.842	357753	000150F0	LG5	No
804	1.919	439616	000150F0	LG5	No
810	1.919	456607	000150F0	LG5	No
816	2.072	491824	000150F0	LG5	No
819	2.225	531712	000150F0	LG5	No
784	2.764	292288	000150F0	LG5	No
781	2.764	292224	000150F0	LG5	No
826	3.071	598380	000150F0	LG5	No
827	3.071	598394	000150F0	LG5	No
15000	3.148	24483698	chr20	LG5	No
14995	3.148	24474279	chr20	LG5	No
15002	3.148	24526876	chr20	LG5	No
15001	3.148	24526865	chr20	LG5	No
14996	3.148	24474296	chr20	LG5	No
14994	3.148	24468076	chr20	LG5	No
15004	3.148	24539665	chr20	LG5	No
14997	3.148	24475458	chr20	LG5	No
14988	3.225	24443479	chr20	LG5	No
14989	3.225	24456368	chr20	LG5	No
15003	3.378	24539626	chr20	LG5	No
14956	4.305	24256022	chr20	LG5	No
14966	4.305	24290397	chr20	LG5	No
14957	4.305	24256023	chr20	LG5	No
14951	4.305	24083442	chr20	LG5	No
14974	4.305	24301613	chr20	LG5	No
14970	4.305	24296193	chr20	LG5	No
14965	4.305	24290393	chr20	LG5	No
14953	4.459	24084836	chr20	LG5	No
14978	4.459	24309011	chr20	LG5	No
14976	4.535	24301791	chr20	LG5	No
14948	4.689	24069430	chr20	LG5	No
14947	5.305	24058849	chr20	LG5	No
14954	5.305	24085692	chr20	LG5	No
14969	5.305	24296162	chr20	LG5	No
14940	5.305	23904645	chr20	LG5	No
14961	5.767	24280227	chr20	LG5	No
14979	5.767	24309045	chr20	LG5	No
14982	5.767	24338946	chr20	LG5	No
14983	5.767	24352774	chr20	LG5	No
14962	5.767	24280233	chr20	LG5	No
14941	6.151	23932452	chr20	LG5	No
14927	6.228	23786675	chr20	LG5	No
14943	6.535	23959428	chr20	LG5	No
14939	6.535	23879767	chr20	LG5	No
14942	6.765	23959427	chr20	LG5	No
14937	7.227	23855419	chr20	LG5	No
14933	7.38	23850479	chr20	LG5	No
14934	7.457	23850479	chr20	LG5	No
14938	7.61	23875474	chr20	LG5	No
14920	7.61	23661003	chr20	LG5	No
14936	7.687	23850497	chr20	LG5	No
14926	7.84	23700345	chr20	LG5	No
14935	7.84	23850497	chr20	LG5	No
14914	8.534	23599728	chr20	LG5	No
14921	8.534	23672562	chr20	LG5	No
14923	8.534	23683129	chr20	LG5	No
14919	8.534	23650160	chr20	LG5	No
14915	8.687	23606869	chr20	LG5	No
14912	8.764	23589155	chr20	LG5	No
14911	8.764	23589081	chr20	LG5	No
14905	9.225	23548122	chr20	LG5	No
14907	9.225	23561967	chr20	LG5	No
14903	9.533	23531918	chr20	LG5	No
14902	10.538	23531909	chr20	LG5	No
14899	10.691	23407271	chr20	LG5	No
14898	11.076	23240877	chr20	LG5	No
14896	11.076	23237083	chr20	LG5	No
14897	11.229	23237407	chr20	LG5	No
14894	12.001	23098495	chr20	LG5	No
14892	12.001	23086257	chr20	LG5	No
14893	12.231	23098463	chr20	LG5	No
14890	13.158	22998160	chr20	LG5	No
14891	15.11	23005089	chr20	LG5	No
14885	15.572	22683096	chr20	LG5	No
14880	15.648	22498762	chr20	LG5	No
14882	17.68	22585277	chr20	LG5	No
14878	18.064	22124778	chr20	LG5	No
14874	18.992	21917256	chr20	LG5	No
14875	19.299	22011481	chr20	LG5	No
14876	19.299	22011485	chr20	LG5	No
14872	21.811	21592898	chr20	LG5	No
14873	22.739	21856000	chr20	LG5	No
14859	24.136	21061151	chr20	LG5	No
14868	24.598	21249579	chr20	LG5	No
14871	24.674	21580570	chr20	LG5	No
14866	25.524	21209900	chr20	LG5	No
14854	29.012	21006505	chr20	LG5	No
14861	29.012	21128504	chr20	LG5	No
14864	29.012	21198496	chr20	LG5	No
14858	29.319	21061085	chr20	LG5	No
14852	29.549	20905112	chr20	LG5	No
14803	29.626	19373133	chr20	LG5	No
14851	29.626	20850187	chr20	LG5	No
14847	29.856	20764499	chr20	LG5	No
14826	29.856	20251200	chr20	LG5	No
14845	29.856	20752098	chr20	LG5	No
14800	29.856	19315958	chr20	LG5	No
14827	29.856	20251229	chr20	LG5	No
14807	29.856	19545927	chr20	LG5	No
14848	29.856	20765002	chr20	LG5	No
14846	30.395	20762936	chr20	LG5	No
14853	30.395	20916562	chr20	LG5	No
14840	30.702	20561469	chr20	LG5	No
14837	30.856	20463853	chr20	LG5	No
14838	30.856	20463871	chr20	LG5	No
14839	30.856	20489069	chr20	LG5	No
14828	31.163	20255276	chr20	LG5	No
14829	31.163	20255282	chr20	LG5	No
14792	31.702	18638478	chr20	LG5	No
14784	31.702	18093006	chr20	LG5	No
14788	31.702	18370194	chr20	LG5	No
14809	31.855	19696721	chr20	LG5	No
14817	31.855	20074398	chr20	LG5	No
14850	33.174	20822286	chr20	LG5	No
14860	33.327	21109886	chr20	LG5	No
14841	33.404	20678179	chr20	LG5	No
14832	33.481	20370561	chr20	LG5	No
14831	33.481	20364644	chr20	LG5	No
14811	33.711	19720162	chr20	LG5	No
14810	33.711	19720156	chr20	LG5	No
14849	33.787	20799148	chr20	LG5	No
14830	33.941	20278667	chr20	LG5	No
14824	34.248	20144620	chr20	LG5	No
14821	34.248	20103992	chr20	LG5	No
14822	34.401	20103998	chr20	LG5	No
14808	34.478	19666071	chr20	LG5	No
14823	34.478	20144589	chr20	LG5	No
14804	34.862	19484132	chr20	LG5	No
14801	34.939	19373115	chr20	LG5	No
14798	34.939	19182352	chr20	LG5	No
14797	34.939	19182311	chr20	LG5	No
14802	34.939	19373128	chr20	LG5	No
14799	35.323	19311767	chr20	LG5	No
14805	35.631	19484139	chr20	LG5	No
14806	35.707	19536838	chr20	LG5	No
14795	35.861	19022936	chr20	LG5	No
14815	35.937	19998803	chr20	LG5	No
14793	36.167	18760763	chr20	LG5	No
14790	36.861	18542730	chr20	LG5	No
14791	36.861	18542736	chr20	LG5	No
14782	38.259	18049800	chr20	LG5	No
14783	38.259	18054621	chr20	LG5	No
14785	38.643	18095969	chr20	LG5	No
14780	38.72	17776175	chr20	LG5	No
14772	38.95	17020084	chr20	LG5	No
14778	38.95	17703358	chr20	LG5	No
14777	39.103	17581449	chr20	LG5	No
14776	39.103	17549622	chr20	LG5	No
14781	39.103	17878239	chr20	LG5	No
14779	39.334	17703378	chr20	LG5	No
14775	39.487	17459006	chr20	LG5	No
14766	39.717	16900264	chr20	LG5	No
14768	39.717	16955160	chr20	LG5	No
14771	41.273	17020070	chr20	LG5	No
14759	41.58	16664995	chr20	LG5	No
14767	41.657	16913980	chr20	LG5	No
14758	42.118	16610149	chr20	LG5	No
14749	42.118	16499709	chr20	LG5	No
14765	42.502	16826642	chr20	LG5	No
14756	42.81	16595909	chr20	LG5	No
14761	42.886	16697095	chr20	LG5	No
14748	42.963	16224882	chr20	LG5	No
14764	42.963	16776060	chr20	LG5	No
14738	43.193	15295337	chr20	LG5	No
14713	43.193	13339674	chr20	LG5	No
14736	43.193	15217787	chr20	LG5	No
14720	43.5	13687066	chr20	LG5	No
14770	43.5	17015834	chr20	LG5	No
14752	44.819	16555526	chr20	LG5	No
14753	44.819	16555533	chr20	LG5	No
14743	44.819	15999344	chr20	LG5	No
14744	44.819	16110628	chr20	LG5	No
14750	45.981	16555524	chr20	LG5	No
14754	45.981	16555562	chr20	LG5	No
14751	45.981	16555525	chr20	LG5	No
14745	46.058	16135359	chr20	LG5	No
14746	46.058	16135362	chr20	LG5	No
14739	47.141	15295348	chr20	LG5	No
14735	48.147	15103213	chr20	LG5	No
14737	48.377	15250147	chr20	LG5	No
14732	48.993	14809942	chr20	LG5	No
14731	48.993	14802820	chr20	LG5	No
14730	49.224	14668178	chr20	LG5	No
14705	49.377	13057250	chr20	LG5	No
14734	49.377	14884188	chr20	LG5	No
14726	49.607	14353042	chr20	LG5	No
14724	50.069	13974426	chr20	LG5	No
14725	50.069	14069449	chr20	LG5	No
14706	50.376	13086386	chr20	LG5	No
14723	50.453	13974418	chr20	LG5	No
14719	50.606	13633049	chr20	LG5	No
14692	51.068	12476820	chr20	LG5	No
14715	51.068	13348898	chr20	LG5	No
14676	51.068	11308657	chr20	LG5	No
14716	51.068	13424553	chr20	LG5	No
14704	51.068	12981687	chr20	LG5	No
14707	51.144	13175289	chr20	LG5	No
14708	51.144	13175294	chr20	LG5	No
14709	51.144	13175304	chr20	LG5	No
14689	51.298	12375181	chr20	LG5	No
14722	51.451	13974403	chr20	LG5	No
14690	51.451	12382492	chr20	LG5	No
14691	51.451	12397317	chr20	LG5	No
14703	51.451	12933742	chr20	LG5	No
14695	51.451	12516672	chr20	LG5	No
14721	51.451	13932744	chr20	LG5	No
14717	51.528	13478060	chr20	LG5	No
14687	53.241	11677769	chr20	LG5	No
14686	54.247	11650285	chr20	LG5	No
14685	54.247	11650284	chr20	LG5	No
14683	54.247	11573023	chr20	LG5	No
14678	54.323	11311508	chr20	LG5	No
14684	54.785	11627311	chr20	LG5	No
14688	54.861	12110466	chr20	LG5	No
14675	55.092	11047743	chr20	LG5	No
14672	55.322	10728727	chr20	LG5	No
14667	55.475	10596995	chr20	LG5	No
14673	55.475	10765286	chr20	LG5	No
14666	55.475	10596939	chr20	LG5	No
14668	55.552	10607705	chr20	LG5	No
14669	55.705	10609470	chr20	LG5	No
14665	55.705	10596884	chr20	LG5	No
14663	55.936	10488444	chr20	LG5	No
14659	56.397	10336775	chr20	LG5	No
14656	56.55	9927449	chr20	LG5	No
14649	56.935	9428145	chr20	LG5	No
14657	56.935	9957517	chr20	LG5	No
14658	57.088	9957572	chr20	LG5	No
14643	57.088	8980861	chr20	LG5	No
14651	57.088	9520835	chr20	LG5	No
14642	57.165	8943843	chr20	LG5	No
14654	57.241	9848899	chr20	LG5	No
14648	57.395	9410032	chr20	LG5	No
14647	57.471	9196211	chr20	LG5	No
14641	58.165	8642738	chr20	LG5	No
14638	58.473	8334551	chr20	LG5	No
14639	58.473	8334564	chr20	LG5	No
14637	59.556	8047076	chr20	LG5	No
14631	59.633	7303552	chr20	LG5	No
14635	59.786	7386125	chr20	LG5	No
14632	59.863	7351963	chr20	LG5	No
14634	60.557	7386034	chr20	LG5	No
14626	60.787	6819894	chr20	LG5	No
14625	61.171	6819876	chr20	LG5	No
14572	61.402	4837116	chr20	LG5	No
14582	61.478	5164952	chr20	LG5	No
14615	61.555	6403485	chr20	LG5	No
14618	61.708	6592147	chr20	LG5	No
14613	61.708	6403322	chr20	LG5	No
14612	61.708	6358807	chr20	LG5	No
14577	61.785	5005333	chr20	LG5	No
14571	61.785	4836218	chr20	LG5	No
14614	61.785	6403483	chr20	LG5	No
14576	61.938	5005327	chr20	LG5	No
14604	61.938	5983394	chr20	LG5	No
14603	62.477	5953496	chr20	LG5	No
14602	62.477	5872835	chr20	LG5	No
14608	62.477	6238476	chr20	LG5	No
14601	62.477	5834489	chr20	LG5	No
14605	62.477	5983403	chr20	LG5	No
14599	62.554	5746943	chr20	LG5	No
14600	62.554	5746974	chr20	LG5	No
14594	62.63	5710263	chr20	LG5	No
14593	62.63	5710029	chr20	LG5	No
14591	62.707	5573325	chr20	LG5	No
14587	62.707	5492297	chr20	LG5	No
14588	62.707	5520577	chr20	LG5	No
14592	62.707	5638536	chr20	LG5	No
14581	62.86	5135821	chr20	LG5	No
14583	63.014	5290786	chr20	LG5	No
14575	63.014	4990787	chr20	LG5	No
14570	63.398	4816900	chr20	LG5	No
14573	63.551	4837136	chr20	LG5	No
14510	63.936	1204359	chr20	LG5	No
14560	64.166	4116013	chr20	LG5	No
14559	64.166	4052861	chr20	LG5	No
14563	64.166	4156648	chr20	LG5	No
14556	64.243	4020885	chr20	LG5	No
14534	64.319	1736595	chr20	LG5	No
14561	64.396	4149739	chr20	LG5	No
14565	64.396	4229080	chr20	LG5	No
14569	64.549	4333763	chr20	LG5	No
14555	64.626	4016102	chr20	LG5	No
14509	65.165	1127642	chr20	LG5	No
14552	65.165	3418279	chr20	LG5	No
14505	65.395	962643	chr20	LG5	No
14508	65.395	1125052	chr20	LG5	No
14538	65.472	2024647	chr20	LG5	No
14547	65.472	2882156	chr20	LG5	No
14513	65.472	1362227	chr20	LG5	No
14551	65.472	3418271	chr20	LG5	No
14531	65.472	1688107	chr20	LG5	No
14537	65.472	1912436	chr20	LG5	No
14528	65.548	1516208	chr20	LG5	No
14530	65.625	1688067	chr20	LG5	No
14536	66.009	1912422	chr20	LG5	No
14518	66.009	1415044	chr20	LG5	No
14517	66.086	1411800	chr20	LG5	No
14516	66.086	1411797	chr20	LG5	No
14521	66.086	1449572	chr20	LG5	No
14525	66.086	1470830	chr20	LG5	No
62	66.239	907305	000094F0	LG5	No
69	66.239	1317701	000094F0	LG5	No
64	66.393	1160977	000094F0	LG5	No
65	66.393	1216295	000094F0	LG5	No
70	66.393	1534703	000094F0	LG5	No
66	66.393	1216315	000094F0	LG5	No
68	66.393	1252613	000094F0	LG5	No
57	66.393	269695	000094F0	LG5	No
67	67.32	1216339	000094F0	LG5	No
60	67.665	428333	000094F0	LG5	No
63	67.78	1065630	000094F0	LG5	No
14562	67.78	4149746	chr20	LG5	No
11418	0	732752	chr15	LG6	No
11468	0.538999999999998	4830473	chr15	LG6	No
11513	0.538999999999998	6665836	chr15	LG6	No
11421	1.078	957477	chr15	LG6	No
11472	1.154	4892527	chr15	LG6	No
11479	1.154	5130770	chr15	LG6	No
11474	1.154	4904122	chr15	LG6	No
11427	1.308	1055806	chr15	LG6	No
11461	1.308	3990440	chr15	LG6	No
11556	1.308	9502797	chr15	LG6	No
11442	1.538	2717251	chr15	LG6	No
11459	1.538	3869001	chr15	LG6	No
11460	1.538	3990414	chr15	LG6	No
11445	1.538	2717286	chr15	LG6	No
11455	1.538	3616277	chr15	LG6	No
11475	1.538	4968953	chr15	LG6	No
11447	1.538	2717293	chr15	LG6	No
11435	1.538	2206569	chr15	LG6	No
11443	1.538	2717263	chr15	LG6	No
11456	1.538	3624023	chr15	LG6	No
11446	1.538	2717287	chr15	LG6	No
11430	1.538	1078680	chr15	LG6	No
11448	1.538	3022155	chr15	LG6	No
11546	1.615	8931909	chr15	LG6	No
11453	2.154	3396551	chr15	LG6	No
11433	2.23	2206553	chr15	LG6	No
11419	2.23	754076	chr15	LG6	No
11469	2.23	4842925	chr15	LG6	No
11441	2.537	2702490	chr15	LG6	No
11495	2.845	5979868	chr15	LG6	No
11432	2.921	1979973	chr15	LG6	No
11480	2.998	5248229	chr15	LG6	No
11451	2.998	3341591	chr15	LG6	No
11481	2.998	5373914	chr15	LG6	No
11482	2.998	5378665	chr15	LG6	No
11449	3.151	3022173	chr15	LG6	No
11452	3.151	3360732	chr15	LG6	No
11484	3.151	5501732	chr15	LG6	No
11457	3.151	3719576	chr15	LG6	No
11437	3.151	2454987	chr15	LG6	No
11450	3.228	3022174	chr15	LG6	No
11425	3.304	1007763	chr15	LG6	No
11466	3.304	4680085	chr15	LG6	No
11426	3.304	1007766	chr15	LG6	No
11502	4.154	6181141	chr15	LG6	No
11503	4.154	6181142	chr15	LG6	No
11489	4.848	5870559	chr15	LG6	No
11492	4.848	5973138	chr15	LG6	No
11490	4.924	5891013	chr15	LG6	No
11511	4.924	6656786	chr15	LG6	No
11501	4.924	6177900	chr15	LG6	No
11506	5.001	6282554	chr15	LG6	No
11508	5.001	6282573	chr15	LG6	No
11507	5.001	6282568	chr15	LG6	No
11522	5.231	7344389	chr15	LG6	No
11539	6.237	8585613	chr15	LG6	No
11538	6.237	8585576	chr15	LG6	No
11559	6.39	9688653	chr15	LG6	No
11554	6.467	9502466	chr15	LG6	No
1055	6.467	4400	000164F0	LG6	No
11552	6.467	9259528	chr15	LG6	No
11516	6.467	6833660	chr15	LG6	No
11499	6.697	6095184	chr15	LG6	No
11560	7.004	9698865	chr15	LG6	No
11526	7.004	7755504	chr15	LG6	No
11519	7.158	7114062	chr15	LG6	No
11533	8.398	8059184	chr15	LG6	No
11535	8.475	8417189	chr15	LG6	No
11541	8.475	8676652	chr15	LG6	No
11563	8.551	9718463	chr15	LG6	No
11555	8.628	9502469	chr15	LG6	No
11566	8.781	9820033	chr15	LG6	No
11567	8.935	9938869	chr15	LG6	No
11568	9.011	9950957	chr15	LG6	No
11572	9.088	10294127	chr15	LG6	No
11574	9.704	10414928	chr15	LG6	No
11579	9.704	10613616	chr15	LG6	No
11573	9.781	10414925	chr15	LG6	No
11540	9.781	8585639	chr15	LG6	No
11575	10.165	10521110	chr15	LG6	No
11583	10.395	11230135	chr15	LG6	No
11592	11.401	11943623	chr15	LG6	No
11587	11.401	11378935	chr15	LG6	No
11582	11.477	11149623	chr15	LG6	No
11599	12.094	12506501	chr15	LG6	No
11590	12.633	11734215	chr15	LG6	No
11596	13.404	12268727	chr15	LG6	No
11609	14.254	13169292	chr15	LG6	No
11636	14.948	15128234	chr15	LG6	No
11600	15.024	12509512	chr15	LG6	No
11610	15.178	13179118	chr15	LG6	No
11611	15.178	13186338	chr15	LG6	No
11615	16.027	14040306	chr15	LG6	No
11633	16.566	14904288	chr15	LG6	No
11629	16.566	14882317	chr15	LG6	No
11631	16.566	14893629	chr15	LG6	No
11628	16.566	14882288	chr15	LG6	No
11624	16.566	14822174	chr15	LG6	No
11625	16.566	14835240	chr15	LG6	No
11632	16.566	14904285	chr15	LG6	No
11642	17.728	15571290	chr15	LG6	No
11639	17.958	15330719	chr15	LG6	No
11649	18.886	15634285	chr15	LG6	No
11665	18.962	16952673	chr15	LG6	No
11638	18.962	15330694	chr15	LG6	No
11662	19.968	16904133	chr15	LG6	No
11661	19.968	16904126	chr15	LG6	No
11654	20.044	16145814	chr15	LG6	No
11655	20.352	16187724	chr15	LG6	No
11656	20.813	16424577	chr15	LG6	No
11659	20.89	16806673	chr15	LG6	No
11657	20.89	16496730	chr15	LG6	No
11658	20.966	16751672	chr15	LG6	No
11660	21.197	16883242	chr15	LG6	No
11678	22.124	17898598	chr15	LG6	No
11674	22.124	17597489	chr15	LG6	No
11679	22.74	18031594	chr15	LG6	No
11688	23.047	18857136	chr15	LG6	No
11680	23.047	18216633	chr15	LG6	No
11690	23.975	18939194	chr15	LG6	No
11653	23.975	16052724	chr15	LG6	No
11686	24.282	18849496	chr15	LG6	No
11727	24.976	20860143	chr15	LG6	No
11702	25.053	19625728	chr15	LG6	No
11709	25.437	19839098	chr15	LG6	No
11710	25.514	20032006	chr15	LG6	No
11715	25.744	20229634	chr15	LG6	No
11713	25.82	20047086	chr15	LG6	No
11714	26.592	20204247	chr15	LG6	No
11720	26.669	20382275	chr15	LG6	No
11728	26.899	20931556	chr15	LG6	No
11736	26.899	21365132	chr15	LG6	No
11732	26.899	21085249	chr15	LG6	No
11729	26.899	20977527	chr15	LG6	No
11730	27.283	21030774	chr15	LG6	No
11737	27.437	21663277	chr15	LG6	No
11739	27.513	21707118	chr15	LG6	No
11760	27.898	22776497	chr15	LG6	No
11753	27.898	22504843	chr15	LG6	No
11749	27.898	22311205	chr15	LG6	No
11750	28.128	22311225	chr15	LG6	No
11748	28.128	22308427	chr15	LG6	No
11758	28.281	22770840	chr15	LG6	No
11743	28.281	21991270	chr15	LG6	No
11759	28.281	22776460	chr15	LG6	No
11765	28.435	23146615	chr15	LG6	No
11766	28.435	23146661	chr15	LG6	No
11763	28.588	23106207	chr15	LG6	No
11768	28.972	23540180	chr15	LG6	No
11767	29.434	23205941	chr15	LG6	No
11805	29.587	25450354	chr15	LG6	No
11770	29.587	23681089	chr15	LG6	No
11764	29.817	23128220	chr15	LG6	No
11774	29.894	24265800	chr15	LG6	No
11806	29.894	25450369	chr15	LG6	No
11791	29.894	25087242	chr15	LG6	No
11773	29.894	23937828	chr15	LG6	No
11787	30.743	24752199	chr15	LG6	No
11798	30.743	25208629	chr15	LG6	No
11775	30.743	24296315	chr15	LG6	No
11780	30.897	24438200	chr15	LG6	No
11800	31.746	25227877	chr15	LG6	No
11799	31.746	25227868	chr15	LG6	No
11797	32.518	25207565	chr15	LG6	No
11788	32.518	24905740	chr15	LG6	No
11807	33.212	25597446	chr15	LG6	No
11808	33.828	25730314	chr15	LG6	No
11821	34.213	25953068	chr15	LG6	No
11816	34.289	25883532	chr15	LG6	No
11813	36.321	25866629	chr15	LG6	No
11812	37.17	25774448	chr15	LG6	No
11830	38.176	26337722	chr15	LG6	No
11818	39.025	25883548	chr15	LG6	No
11817	39.025	25883545	chr15	LG6	No
11866	40.423	27193432	chr15	LG6	No
11850	40.576	26869834	chr15	LG6	No
11841	40.653	26729668	chr15	LG6	No
11828	40.883	26290499	chr15	LG6	No
11858	40.883	27023673	chr15	LG6	No
11857	41.036	27016836	chr15	LG6	No
11867	41.113	27278784	chr15	LG6	No
11827	41.807	26290496	chr15	LG6	No
11843	41.96	26768801	chr15	LG6	No
11842	42.499	26768796	chr15	LG6	No
11856	43.348	27016834	chr15	LG6	No
11851	43.348	27016808	chr15	LG6	No
11852	43.348	27016815	chr15	LG6	No
11860	44.983	27113755	chr15	LG6	No
11875	45.677	27328188	chr15	LG6	No
11876	47.153	27393499	chr15	LG6	No
11885	47.23	27590223	chr15	LG6	No
11888	47.23	27647765	chr15	LG6	No
11884	47.306	27590093	chr15	LG6	No
11873	47.768	27312899	chr15	LG6	No
11889	48.54	27711480	chr15	LG6	No
11894	49.545	27806988	chr15	LG6	No
11898	50.084	27951211	chr15	LG6	No
11908	50.468	28166626	chr15	LG6	No
11910	50.775	28217503	chr15	LG6	No
11911	50.775	28229896	chr15	LG6	No
11913	51.083	28300864	chr15	LG6	No
11916	51.39	28337397	chr15	LG6	No
11928	53.741	28670792	chr15	LG6	No
11933	54.747	28940026	chr15	LG6	No
11920	54.977	28403402	chr15	LG6	No
11918	55.054	28403245	chr15	LG6	No
11944	56.609	28963739	chr15	LG6	No
11943	56.609	28963738	chr15	LG6	No
11940	56.686	28958972	chr15	LG6	No
11941	56.686	28958992	chr15	LG6	No
11937	56.916	28955966	chr15	LG6	No
11942	57.378	28963615	chr15	LG6	No
11945	57.378	28963827	chr15	LG6	No
11946	57.378	28963830	chr15	LG6	No
11932	57.685	28938561	chr15	LG6	No
11924	58.379	28609737	chr15	LG6	No
11949	58.379	29040206	chr15	LG6	No
11950	58.455	29073021	chr15	LG6	No
11952	58.609	29080394	chr15	LG6	No
11956	58.762	29085642	chr15	LG6	No
11954	58.762	29084112	chr15	LG6	No
11962	58.839	29115802	chr15	LG6	No
11972	59.688	29162503	chr15	LG6	No
11967	59.765	29161616	chr15	LG6	No
11973	59.765	29166356	chr15	LG6	No
11974	59.765	29166389	chr15	LG6	No
11978	59.995	29200241	chr15	LG6	No
11977	60.379	29200148	chr15	LG6	No
11981	60.841	29259065	chr15	LG6	No
12000	60.994	29491445	chr15	LG6	No
11984	60.994	29276457	chr15	LG6	No
12023	61.456	29830410	chr15	LG6	No
11906	61.456	28144015	chr15	LG6	No
12016	61.532	29755686	chr15	LG6	No
12022	61.532	29830393	chr15	LG6	No
11998	61.532	29479643	chr15	LG6	No
12011	61.994	29659998	chr15	LG6	No
12006	62.071	29600332	chr15	LG6	No
12003	62.147	29523748	chr15	LG6	No
12004	62.686	29600295	chr15	LG6	No
12018	63.148	29756223	chr15	LG6	No
12013	63.764	29683310	chr15	LG6	No
12028	63.841	29931909	chr15	LG6	No
12029	63.841	29931912	chr15	LG6	No
12033	64.148	29967564	chr15	LG6	No
12032	64.148	29962077	chr15	LG6	No
12031	64.148	29961620	chr15	LG6	No
12034	64.148	29967567	chr15	LG6	No
12030	64.148	29961589	chr15	LG6	No
12039	64.532	29993232	chr15	LG6	No
12040	64.532	30001248	chr15	LG6	No
12042	64.532	30006370	chr15	LG6	No
12038	64.685	29993201	chr15	LG6	No
12046	65.07	30054215	chr15	LG6	No
11992	65.146	29412743	chr15	LG6	No
11995	65.223	29416221	chr15	LG6	No
11996	65.223	29416224	chr15	LG6	No
11988	65.453	29402203	chr15	LG6	No
11990	65.453	29412722	chr15	LG6	No
1551	65.453	89613	000226F0	LG6	No
1550	65.53	76446	000226F0	LG6	No
1552	65.607	112440	000226F0	LG6	No
1015	65.76	180522	000161F0	LG6	No
1039	65.76	299267	000161F0	LG6	No
1046	65.76	353115	000161F0	LG6	No
1040	65.76	299287	000161F0	LG6	No
1037	65.76	288839	000161F0	LG6	No
1041	65.76	299327	000161F0	LG6	No
1017	65.837	215389	000161F0	LG6	No
1021	65.837	231905	000161F0	LG6	No
1006	65.837	121675	000161F0	LG6	No
1012	65.837	167495	000161F0	LG6	No
1027	65.837	256597	000161F0	LG6	No
1018	65.837	217514	000161F0	LG6	No
1038	65.837	299067	000161F0	LG6	No
1036	65.837	287188	000161F0	LG6	No
1008	65.913	121856	000161F0	LG6	No
1011	65.913	167493	000161F0	LG6	No
1031	65.913	276705	000161F0	LG6	No
1023	65.913	237316	000161F0	LG6	No
1004	65.913	59078	000161F0	LG6	No
1002	65.99	8225	000161F0	LG6	No
1001	66.066	5261	000161F0	LG6	No
1047	67.307	353123	000161F0	LG6	No
1025	68.078	237762	000161F0	LG6	No
1007	68.078	121818	000161F0	LG6	No
1020	68.155	231900	000161F0	LG6	No
1013	68.232	171269	000161F0	LG6	No
1014	68.616	171270	000161F0	LG6	No
11987	69.543	29396983	chr15	LG6	No
12041	69.62	30001545	chr15	LG6	No
11993	69.773	29413688	chr15	LG6	No
12043	70.39	30041463	chr15	LG6	No
12015	70.62	29694805	chr15	LG6	No
12037	70.85	29981271	chr15	LG6	No
12021	71.157	29821401	chr15	LG6	No
12024	72.007	29839395	chr15	LG6	No
12009	72.778	29656177	chr15	LG6	No
12012	72.778	29661181	chr15	LG6	No
12014	72.778	29687350	chr15	LG6	No
12008	72.778	29655819	chr15	LG6	No
12045	73.009	30044017	chr15	LG6	No
11979	73.858	29217715	chr15	LG6	No
11980	73.858	29217717	chr15	LG6	No
11955	75.099	29085611	chr15	LG6	No
12036	75.099	29977234	chr15	LG6	No
11976	75.406	29194107	chr15	LG6	No
1028	75.482	256600	000161F0	LG6	No
1009	75.482	165858	000161F0	LG6	No
1019	75.482	227564	000161F0	LG6	No
1010	75.559	167432	000161F0	LG6	No
1024	75.559	237325	000161F0	LG6	No
1016	75.559	180532	000161F0	LG6	No
999	75.559	4101	000161F0	LG6	No
1000	75.712	5041	000161F0	LG6	No
2287	0	33805749	chr1	LG7	No
2223	1.635	33031475	chr1	LG7	No
